player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,rush_att,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Mo Alie-Cox,TE,IND,NA,NA,0.4,5.27,NA,NA,0.03,NA,0.7,NA,mo-alie-cox,NumberFire,13246,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.66,4.06,#4,305,60,0.91,4500,0.2,1.11,2500,0.44,0.91,10,0.09
Michael Mayer,TE,LV,NA,NA,0.44,4.24,NA,NA,0.04,NA,0.65,NA,michael-mayer,NumberFire,16212,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.69,3.99,#10,310,61,0.88,4500,0.2,1.1,2500,0.44,0.88,10,0.09
Cole Turner,TE,WSH,NA,NA,0.46,4.45,NA,NA,0.03,NA,0.64,NA,cole-turner,NumberFire,15803,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.7,3.98,#13,311,62,0.86,4300,0.2,1.09,2500,0.44,0.86,10,0.09
Blake Bell,TE,KC,NA,NA,0.37,3.94,NA,NA,0.04,NA,0.63,NA,blake-bell,NumberFire,12213,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.7,3.96,#32,312,63,0.82,4400,0.19,1,2500,0.4,0.82,10,0.08
Jimmy Graham,TE,NO,NA,NA,0.39,4.02,NA,NA,0.04,NA,0.61,NA,jimmy-graham,NumberFire,9925,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.71,3.93,#25,316,64,0.84,4200,0.2,1.03,2500,0.41,0.84,10,0.08
Ian Thomas,TE,CAR,NA,NA,0.46,4.25,NA,NA,0.02,NA,0.57,NA,ian-thomas,NumberFire,13678,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.74,3.88,#28,319,65,0.78,4300,0.18,1.01,2500,0.4,0.78,10,0.08
Pharaoh Brown,TE,NE,NA,NA,0.43,4.01,NA,NA,0.03,NA,0.57,NA,pharaoh-brown,NumberFire,13994,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.74,3.88,#24,319,65,0.8,4300,0.19,1.01,2500,0.4,0.8,10,0.08
Josh Whyle,TE,TEN,NA,NA,0.41,4.02,NA,NA,0.03,NA,0.56,NA,josh-whyle,NumberFire,16312,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.75,3.87,#2,323,67,0.79,4400,0.18,0.99,2500,0.4,0.79,10,0.08
Harrison Bryant,TE,CLE,NA,NA,0.5,4.28,NA,NA,0.02,NA,0.55,NA,harrison-bryant,NumberFire,14875,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.75,3.85,#6,324,68,0.8,4400,0.18,1.05,2500,0.42,0.8,10,0.08
Jack Stoll,TE,PHI,NA,NA,0.33,3.08,NA,NA,0.02,NA,0.44,NA,jack-stoll,NumberFire,15541,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.82,3.7,#14,333,69,0.59,4300,0.14,0.76,2500,0.3,0.59,10,0.06
Brycen Hopkins,TE,LA,NA,NA,0.24,2.33,NA,NA,0.03,NA,0.39,NA,brycen-hopkins,NumberFire,14868,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.86,3.64,#31,346,70,0.53,4200,0.13,0.65,2500,0.26,0.53,10,0.05
Durham Smythe,TE,MIA,NA,NA,0.24,2.35,NA,NA,0.02,NA,0.38,NA,durham-smythe,NumberFire,13676,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.86,3.62,#27,350,71,0.48,4800,0.1,0.6,2900,0.21,0.48,10,0.05
Julian Hill,TE,MIA,NA,NA,0.23,2.31,NA,NA,0.02,NA,0.38,NA,julian-hill,NumberFire,16425,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.86,3.62,#27,350,71,0.47,4100,0.11,0.58,2500,0.23,0.47,10,0.05
Stone Smartt,TE,LAC,NA,NA,0.25,2.39,NA,NA,0.02,NA,0.37,NA,stone-smartt,NumberFire,16113,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.87,3.61,#5,354,73,0.48,4200,0.11,0.61,2500,0.24,0.48,10,0.05
Mitchell Wilcox,TE,CIN,NA,NA,0.25,2.33,NA,NA,0.02,NA,0.35,NA,mitchell-wilcox,NumberFire,15563,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.88,3.58,#18,357,74,0.48,4100,0.12,0.6,2500,0.24,0.48,10,0.05
Brenton Strange,TE,JAC,NA,NA,0.25,2.34,NA,NA,0.02,NA,0.34,NA,brenton-strange,NumberFire,16269,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.89,3.57,#17,359,75,0.48,4200,0.11,0.6,2500,0.24,0.48,10,0.05
Drew Sample,TE,CIN,NA,NA,0.25,2.22,NA,NA,0.02,NA,0.33,NA,drew-sample,NumberFire,14146,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.56,#18,362,76,0.47,4200,0.11,0.59,2500,0.24,0.47,10,0.05
Chris Manhertz,TE,DEN,NA,NA,0.21,2.23,NA,NA,0.02,NA,0.32,NA,chris-manhertz,NumberFire,12955,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.54,#11,363,77,0.45,4200,0.11,0.55,2500,0.22,0.45,10,0.05
Nate Adkins,TE,DEN,NA,NA,0.21,2.18,NA,NA,0.02,NA,0.32,NA,nate-adkins,NumberFire,16474,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.54,#11,363,77,0.44,4200,0.1,0.55,2500,0.22,0.44,10,0.04
Will Mallory,TE,IND,NA,NA,0.21,2.26,NA,NA,0.01,NA,0.31,NA,will-mallory,NumberFire,16220,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.91,3.53,#4,366,79,0.39,4200,0.09,0.5,2500,0.2,0.39,10,0.04
Ko Kieft,TE,TB,NA,NA,0.21,2.09,NA,NA,0.01,NA,0.3,NA,ko-kieft,NumberFire,15929,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.92,3.52,#12,369,80,0.37,4200,0.09,0.48,2500,0.19,0.37,10,0.04
Brevin Jordan,TE,HOU,NA,NA,0.21,1.92,NA,NA,0.02,NA,0.29,NA,brevin-jordan,NumberFire,15330,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.92,3.5,#9,370,81,0.42,4400,0.1,0.52,2500,0.21,0.42,10,0.04
Isaiah Likely,TE,BAL,NA,NA,0.2,1.94,NA,NA,0.02,NA,0.29,NA,isaiah-likely,NumberFire,15798,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.92,3.5,#29,370,81,0.41,4300,0.1,0.51,2500,0.2,0.41,10,0.04
MyCole Pruitt,TE,ATL,NA,NA,0.19,1.86,NA,NA,0.02,NA,0.29,NA,mycole-pruitt,NumberFire,12309,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.92,3.5,#23,370,81,0.4,4300,0.09,0.5,2500,0.2,0.4,10,0.04
Marcedes Lewis,TE,CHI,NA,NA,0.16,1.65,NA,NA,0.02,NA,0.26,NA,marcedes-lewis,NumberFire,8269,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.94,3.46,#19,376,84,0.37,4100,0.09,0.45,2500,0.18,0.37,10,0.04
Travis Kelce,TE,KC,NA,NA,6.9,74.35,NA,NA,0.55,NA,17.65,NA,2540258,NFL,11244,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,6.57,68,NA,NA,0.38,NA,15.66,NA,2562378,NFL,14138,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,4.92,57.12,NA,NA,0.46,NA,13.44,NA,2560957,NFL,13671,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,4.32,54.06,NA,NA,0.37,NA,12.05,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,5.19,51.82,NA,NA,0.26,NA,11.97,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,NYG,NA,NA,4.14,49.43,NA,NA,0.29,NA,10.83,NA,2552408,NFL,12263,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,4.04,47.7,NA,NA,0.33,NA,10.8,NA,2569726,NFL,16214,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.96,44.05,NA,NA,0.33,NA,10.35,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.8,46.16,NA,NA,0.27,NA,10.04,NA,2560995,NFL,13674,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,3.21,46.4,NA,NA,0.34,NA,9.92,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,3.86,38.77,NA,NA,0.26,NA,9.31,NA,2555364,NFL,12678,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,NA,3.82,35.45,NA,NA,0.28,NA,9.05,NA,2540158,NFL,11247,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,3.28,38.63,NA,NA,0.24,NA,8.64,NA,2543767,NFL,11647,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.72,36.57,NA,NA,0.19,NA,8.54,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.72,35.97,NA,NA,0.17,NA,8.49,NA,2557889,NFL,13236,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.18,36.15,NA,NA,0.2,NA,8.04,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,2.93,34.8,NA,NA,0.26,NA,7.98,NA,2555341,NFL,12676,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,3.58,31.87,NA,NA,0.19,NA,7.94,NA,2567658,NFL,15889,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,3.3,34.39,NA,NA,0.19,NA,7.88,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3.04,32.31,NA,NA,0.21,NA,7.57,NA,2561027,NFL,13675,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,NA,3.07,29.97,NA,NA,0.22,NA,7.39,NA,2562738,NFL,14141,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,NA,2.98,30.4,NA,NA,0.2,NA,7.23,NA,2560747,NFL,13680,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,2.9,28.31,NA,NA,0.2,NA,6.94,NA,2568312,NFL,15802,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,2.66,28.69,NA,NA,0.22,NA,6.86,NA,2562681,NFL,14143,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,NA,2.63,26.59,NA,NA,0.2,NA,6.5,NA,2560994,NFL,13672,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,2.22,28.16,NA,NA,0.12,NA,5.83,NA,2558207,NFL,13193,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,2.09,27,NA,NA,0.16,NA,5.76,NA,2562383,NFL,14137,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.26,10.92,NA,NA,0.09,NA,5.76,NA,2558954,NFL,13424,NA,NA,NA,NA,NA,NA,NA,NA,15.51,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,2.36,21.58,NA,NA,0.13,NA,5.31,NA,2569594,NFL,16213,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,NA,2.22,21.45,NA,NA,0.15,NA,5.27,NA,2555415,NFL,12677,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,2.04,22.83,NA,NA,0.15,NA,5.23,NA,2568117,NFL,15794,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,NA,1.89,22.47,NA,NA,0.15,NA,5.06,NA,2567712,NFL,15916,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,CHI,NA,NA,2.07,20.88,NA,NA,0.14,NA,5,NA,2559270,NFL,13427,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,NA,1.79,21.83,NA,NA,0.14,NA,4.82,NA,2567520,NFL,15797,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,2.03,18.72,NA,NA,0.14,NA,4.76,NA,2566145,NFL,15419,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,NA,1.7,17.94,NA,NA,0.13,NA,4.28,NA,2565180,NFL,14871,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1.81,16.91,NA,NA,0.12,NA,4.26,NA,2560880,NFL,13676,NA,NA,NA,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,NA,1.61,17.03,NA,NA,0.11,NA,3.98,NA,2562693,NFL,14209,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.55,14.33,NA,NA,0.15,NA,3.93,NA,2566178,NFL,15337,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,1.53,14.98,NA,NA,0.11,NA,3.69,NA,2564703,NFL,14870,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,NA,1.25,17.68,NA,NA,0.1,NA,3.62,NA,2560951,NFL,13753,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,1.34,13.9,NA,NA,0.11,NA,3.4,NA,2570032,NFL,16212,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,1.33,12.8,NA,NA,0.11,NA,3.27,NA,2562394,NFL,14341,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,1.32,13.74,NA,NA,0.06,NA,3.06,NA,2564676,NFL,14861,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,1.2,12.38,NA,NA,0.07,NA,2.91,NA,2563767,NFL,14875,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,1.06,10.68,NA,NA,0.1,NA,2.74,NA,2567985,NFL,15873,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,1.07,10.84,NA,NA,0.08,NA,2.64,NA,2552559,NFL,12317,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,NA,0.87,10.58,NA,NA,0.08,NA,2.42,NA,2561046,NFL,13763,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,0.93,11.03,NA,NA,0.05,NA,2.34,NA,2567283,NFL,15798,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,NA,0.92,9.19,NA,NA,0.06,NA,2.2,NA,2566580,NFL,15344,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,NA,0.87,8.01,NA,NA,0.06,NA,2.04,NA,2567221,NFL,15626,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,0.91,7.47,NA,NA,0.06,NA,2.02,NA,2569690,NFL,16221,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,HOU,NA,NA,0.75,8.97,NA,NA,0.06,NA,2.01,NA,2567691,NFL,15905,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Hopkins,TE,LA,NA,NA,0.63,6.69,NA,NA,0.05,NA,1.6,NA,2564349,NFL,14868,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,0.57,7.3,NA,NA,0.04,NA,1.54,NA,2562317,NFL,14239,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Graham,TE,NO,NA,NA,0.65,6.68,NA,NA,0.03,NA,1.5,NA,497236,NFL,9925,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,0.68,5.73,NA,NA,0.04,NA,1.5,NA,2565914,NFL,15332,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Turner,TE,WAS,NA,NA,0.49,7.49,NA,NA,0.04,NA,1.48,NA,2568354,NFL,15803,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,NA,0.54,6.13,NA,NA,0.05,NA,1.46,NA,2566130,NFL,15330,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ko Kieft,TE,TB,NA,NA,0.56,6.42,NA,NA,0.04,NA,1.45,NA,2568306,NFL,15929,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
