id,src_id,pos,player,team,rec_yds,rec_tds,rec,rec_tgt,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,data_src,fumbles_lost,site_pts,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
15626,brock-wright,TE,Brock Wright,DET,2.33,0.02,0.24,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.37,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#31,345,69,0.47,4400,0.11,0.59,2500,0.24,0.47,10,0.05
13940,johnny-mundt,TE,Johnny Mundt,MIN,2.58,0.02,0.25,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.36,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#22,348,70,0.5,4100,0.12,0.63,2500,0.25,0.5,10,0.05
15905,teagan-quitoriano,TE,Teagan Quitoriano,HOU,2.24,0.02,0.21,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.33,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#24,350,71,0.45,4200,0.11,0.55,2500,0.22,0.45,10,0.05
15798,isaiah-likely,TE,Isaiah Likely,BAL,2.03,0.02,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.32,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#30,352,72,0.44,4300,0.1,0.55,2500,0.22,0.44,10,0.04
14370,tanner-hudson,TE,Tanner Hudson,CIN,2.27,0.01,0.24,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.31,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#9,354,73,0.41,4200,0.1,0.53,2500,0.21,0.41,NA,NA
16269,brenton-strange,TE,Brenton Strange,JAC,2.2,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.31,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#6,354,73,0.4,4400,0.09,0.51,2500,0.2,0.4,10,0.04
13763,will-dissly,TE,Will Dissly,SEA,2.31,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.31,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#1,354,73,0.41,4200,0.1,0.52,2500,0.21,0.41,10,0.04
15563,mitchell-wilcox,TE,Mitchell Wilcox,CIN,2.12,0.01,0.25,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.3,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#9,357,76,0.4,4100,0.1,0.52,2500,0.21,0.4,10,0.04
16222,tucker-kraft,TE,Tucker Kraft,GB,2.07,0.01,0.21,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.29,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#14,360,77,0.37,4100,0.09,0.48,2500,0.19,0.37,10,0.04
12309,mycole-pruitt,TE,MyCole Pruitt,ATL,2.06,0.01,0.2,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.28,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#27,361,78,0.37,4300,0.09,0.47,2500,0.19,0.37,10,0.04
13678,ian-thomas,TE,Ian Thomas,CAR,2.04,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.28,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#23,361,78,0.38,4200,0.09,0.49,2500,0.2,0.38,NA,NA
13427,robert-tonyan,TE,Robert Tonyan,CHI,1.99,0.01,0.21,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.27,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#28,363,80,0.36,4400,0.08,0.47,2500,0.19,0.36,10,0.04
16218,payne-durham,TE,Payne Durham,TB,1.98,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.26,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#17,364,81,0.37,4200,0.09,0.49,2500,0.2,0.37,10,0.04
14984,charlie-woerner,TE,Charlie Woerner,SF,1.8,0.01,0.18,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.26,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#19,364,81,0.33,4100,0.08,0.42,2500,0.17,0.33,10,0.03
15873,daniel-bellinger,TE,Daniel Bellinger,NYG,1.98,0.01,0.21,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.26,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#8,364,81,0.36,4400,0.08,0.47,2500,0.19,0.36,10,0.04
13753,jordan-akins,TE,Jordan Akins,CLE,2.11,0.01,0.19,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.25,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#12,367,84,0.37,4100,0.09,0.46,2500,0.18,0.37,10,0.04
14231,trevon-wesco,TE,Trevon Wesco,TEN,1.88,0.01,0.2,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.24,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.43,#15,368,85,0.35,4200,0.08,0.45,2500,0.18,0.35,10,0.04
11244,2540258,TE,Travis Kelce,KC,91.06,0.6,7.96,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NFL,NA,20.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14138,2562378,TE,T.J. Hockenson,MIN,65.38,0.35,6.32,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NFL,NA,14.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13671,2560957,TE,Mark Andrews,BAL,59.84,0.5,4.56,NA,NA,1.21,0.01,NA,NA,NA,NA,NA,NFL,NA,13.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13299,2558266,TE,George Kittle,SF,49.7,0.39,3.5,NA,NA,0.78,0.01,NA,NA,NA,NA,NA,NFL,NA,10.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13772,2560866,TE,Dalton Schultz,HOU,44.99,0.41,3.62,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NFL,NA,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14867,2563704,TE,Cole Kmet,CHI,45.14,0.35,3.8,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NFL,NA,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13189,2557858,TE,Evan Engram,JAX,44.57,0.21,4.58,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NFL,NA,10.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12263,2552408,TE,Darren Waller,NYG,44.28,0.25,3.91,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NFL,NA,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16214,2569726,TE,Sam LaPorta,DET,42.18,0.3,3.79,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NFL,NA,9.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13674,2560995,TE,Dallas Goedert,PHI,42.43,0.26,3.74,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16213,2569594,TE,Dalton Kincaid,BUF,39.03,0.21,4.09,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NFL,NA,9.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15329,2565830,TE,Kyle Pitts,ATL,39.25,0.29,3.34,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NFL,NA,9.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13236,2557889,TE,Gerald Everett,LAC,34.92,0.26,3.69,NA,NA,0.76,0.01,NA,NA,NA,NA,NA,NFL,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11647,2543767,TE,Logan Thomas,WAS,37.54,0.24,3.2,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NFL,NA,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13192,2557986,TE,David Njoku,CLE,34.9,0.2,3.51,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NFL,NA,8.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13680,2560747,TE,Hayden Hurst,CAR,33.16,0.21,3.4,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NFL,NA,7.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15799,2567496,TE,Jake Ferguson,DAL,34.34,0.19,3.2,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NFL,NA,7.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12678,2555364,TE,Tyler Higbee,LA,32.62,0.17,3.4,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NFL,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16215,2569780,TE,Luke Musgrave,GB,29.74,0.18,3.29,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NFL,NA,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13193,2558207,TE,Jonnu Smith,ATL,31.54,0.14,2.9,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NFL,NA,6.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12676,2555341,TE,Hunter Henry,NE,28.39,0.22,2.58,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NFL,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13675,2561027,TE,Tyler Conklin,NYJ,28.67,0.17,2.6,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NFL,NA,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15794,2568117,TE,Trey McBride,ARI,30.5,0.14,2.55,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NFL,NA,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15889,2567658,TE,Chigoziem Okonkwo,TEN,28.33,0.14,2.65,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NFL,NA,6.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15802,2568312,TE,Cade Otton,TB,24.47,0.21,2.62,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NFL,NA,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14141,2562738,TE,Irv Smith,CIN,24.41,0.18,2.64,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NFL,NA,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13424,2558954,TE,Taysom Hill,NO,20.08,0.07,1.51,NA,NA,13.64,0.08,NA,NA,NA,NA,NA,NFL,NA,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16212,2570032,TE,Michael Mayer,LV,23.3,0.15,2.31,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NFL,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15419,2566145,TE,Kylen Granson,IND,22.79,0.12,2.11,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NFL,NA,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13672,2560994,TE,Mike Gesicki,NE,21.04,0.12,2.09,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15800,2568138,TE,Connor Heyward,PIT,19.92,0.13,1.9,NA,NA,0.88,0.01,NA,NA,NA,NA,NA,NFL,NA,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14137,2562383,TE,Noah Fant,SEA,23.39,0.11,1.69,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NFL,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15840,2567724,TE,Jelani Woods,IND,20.11,0.16,1.68,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NFL,NA,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14871,2565180,TE,Colby Parkinson,SEA,15.88,0.19,1.62,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NFL,NA,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14870,2564703,TE,Adam Trautman,DEN,18.31,0.11,1.81,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NFL,NA,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13676,2560880,TE,Durham Smythe,MIA,14.54,0.1,1.68,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NFL,NA,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15337,2566178,TE,Noah Gray,KC,12.87,0.11,1.33,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NFL,NA,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12677,2555415,TE,Austin Hooper,LV,12.6,0.09,1.48,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NFL,NA,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14341,2562394,TE,Donald Parham,LAC,12.99,0.1,1.2,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NFL,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14209,2562693,TE,Josh Oliver,MIN,11.34,0.1,1.26,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NFL,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14861,2564676,TE,Juwan Johnson,NO,13.03,0.07,1.26,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NFL,NA,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13753,2560951,TE,Jordan Akins,CLE,13.23,0.07,1.01,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14239,2562317,TE,Foster Moreau,NO,12.3,0.07,1.1,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13427,2559270,TE,Robert Tonyan,CHI,10.58,0.08,1.02,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12317,2552559,TE,C.J. Uzomah,NYJ,10.68,0.06,1.12,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13763,2561046,TE,Will Dissly,SEA,9.25,0.11,0.87,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NFL,NA,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14875,2563767,TE,Harrison Bryant,CLE,8.58,0.05,0.87,NA,NA,1.75,0.01,NA,NA,NA,NA,NA,NFL,NA,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15873,2567985,TE,Daniel Bellinger,NYG,9.19,0.06,0.85,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NFL,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15916,2567712,TE,Andrew Ogletree,IND,9.33,0.07,0.67,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NFL,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15332,2565914,TE,Tommy Tremble,CAR,8.03,0.04,0.91,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14876,2563980,TE,Josiah Deguara,GB,7.84,0.05,0.83,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NFL,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15626,2567221,TE,Brock Wright,DET,7.2,0.07,0.74,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NFL,NA,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15344,2566580,TE,John Bates,WAS,7.74,0.06,0.73,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15798,2567283,TE,Isaiah Likely,BAL,8.3,0.04,0.75,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NFL,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15905,2567691,TE,Teagan Quitoriano,HOU,7.51,0.07,0.64,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NFL,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16221,2569690,TE,Luke Schoonmaker,DAL,6.74,0.04,0.7,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15330,2566130,TE,Brevin Jordan,HOU,6.36,0.05,0.65,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13994,2559018,TE,Pharaoh Brown,NE,6.66,0.05,0.59,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16113,2569227,TE,Stone Smartt,LAC,4.99,0.05,0.57,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NFL,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13246,2558832,TE,Mo Alie-Cox,IND,5.49,0.05,0.51,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NFL,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
