player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
"Smith, DeVonta",WR,PHI,NA,7,4,48,NA,NA,0.3,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,15282,MIN,0.5,0.1,0.1,0.1,0,0,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,6,3.7,50,NA,NA,0.2,NA,1,NA,0,0,6.8,NA,NA,FantasySharks,11228,@BUF,1,0.1,0.1,0,0,0,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,LAR,NA,6.8,4.5,51,NA,NA,0.3,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,11678,ATL,1,0.2,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,7.1,4,48,NA,NA,0.3,NA,0,NA,0,0,6.7,NA,NA,FantasySharks,12176,@PIT,0.7,0.1,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,BUF,NA,5.5,3.2,36,NA,NA,0.4,NA,4,NA,0.1,0,6.6,NA,NA,FantasySharks,13313,TEN,0.9,0.3,0,0,0,0,0,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,4.5,3.5,41,NA,NA,0.4,NA,1,NA,0,0,6.6,NA,NA,FantasySharks,15755,@DET,0.4,0.2,0,0.2,0,0,0,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,6.4,4.5,50,NA,NA,0.3,NA,0,NA,0,0,6.6,NA,NA,FantasySharks,14112,@JAC,0.5,0.1,0.1,0,0,0,0.1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landry, Jarvis",WR,NOS,NA,6.3,4,53,NA,NA,0.1,NA,1,NA,0,0.1,6.4,NA,NA,FantasySharks,11680,TBB,0.6,0,0,0.1,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,ATL,NA,6,3.9,51,NA,NA,0.2,NA,4,NA,0,0.2,6.3,NA,NA,FantasySharks,14592,@LAR,0.5,0.1,0,0,0,0,0,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,5.3,2.9,43,NA,NA,0.3,NA,0,NA,0,0,6.2,NA,NA,FantasySharks,15034,TBB,0.6,0.2,0.1,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,7.7,5,55,NA,NA,0.1,NA,1,NA,0,0.1,6.2,NA,NA,FantasySharks,14127,@PIT,0.8,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,5.2,3.2,37,NA,NA,0.3,NA,5,NA,0.1,0.1,6.1,NA,NA,FantasySharks,14113,LAC,1.1,0.3,0,0,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,NYG,NA,6.2,3.3,44,NA,NA,0.3,NA,-0.3,NA,0,0,6.1,NA,NA,FantasySharks,12658,CAR,0.8,0,0,0,0.1,0,0.2,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,6.1,3.6,40,NA,NA,0.2,NA,1,NA,0.1,0,5.7,NA,NA,FantasySharks,15288,@CLE,0.8,0.1,0.1,0,0,0,0,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Sammy",WR,GBP,NA,4.4,3.1,36,NA,NA,0.3,NA,1,NA,0,0.1,5.6,NA,NA,FantasySharks,11670,CHI,0.9,0.2,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,5.1,3.5,44,NA,NA,0.2,NA,-0.1,NA,0,0.1,5.4,NA,NA,FantasySharks,13809,@NOS,0.5,0,0.1,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,4,3,40,NA,NA,0.1,NA,1,NA,0,0,5.2,NA,NA,FantasySharks,15754,TBB,0.2,0,0.1,0,0,0,0,10,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green, A.J.",WR,ARI,NA,5.1,3,43,NA,NA,0.1,NA,0.1,NA,0,0,5.2,NA,NA,FantasySharks,10261,@LVR,0.7,0.1,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,3.9,2.9,29,NA,NA,0.3,NA,1,NA,0,0,5.1,NA,NA,FantasySharks,14847,MIA,0.7,0.1,0.1,0.1,0,0,0,18,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,5.8,3,43,NA,NA,0.1,NA,1,NA,0,0,5.1,NA,NA,FantasySharks,14857,NYJ,0.4,0.1,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,4.5,2.5,31,NA,NA,0.3,NA,0,NA,0,0,5,NA,NA,FantasySharks,14977,@PHI,0.8,0.1,0.1,0.1,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,4.9,3.5,37,NA,NA,0.1,NA,2,NA,0,0,4.7,NA,NA,FantasySharks,15283,@LVR,0.6,0,0,0.1,0,0,0,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,4.6,2.7,37,NA,NA,0.1,NA,0,NA,0,0.1,4.4,NA,NA,FantasySharks,15752,@BUF,0.5,0.1,0.1,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,NOS,NA,3.8,2.2,33,NA,NA,0.1,NA,2,NA,0,0.1,4.2,NA,NA,FantasySharks,14558,TBB,0.4,0,0,0,0,0,0.1,44,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,4.3,2.2,32,NA,NA,0.1,NA,0,NA,0,0,4,NA,NA,FantasySharks,13168,WAS,0.5,0,0,0.1,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.8,2.4,28,NA,NA,0.2,NA,0,NA,0,0,4,NA,NA,FantasySharks,14860,SEA,0.4,0.1,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Bryan",WR,ATL,NA,4.3,2.5,31,NA,NA,0.1,NA,1,NA,0,0,4,NA,NA,FantasySharks,14844,@LAR,0.6,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,3.3,1.7,24,NA,NA,0.3,NA,1,NA,0,0,4,NA,NA,FantasySharks,13637,@GBP,0.5,0,0.2,0,0,0.1,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golladay, Kenny",WR,NYG,NA,5.6,2.9,37,NA,NA,0,NA,0.1,NA,0,0,4,NA,NA,FantasySharks,13277,CAR,0.8,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,6.4,3.2,36,NA,NA,0.1,NA,0,NA,0,0,4,NA,NA,FantasySharks,15788,CIN,0.8,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Tre'Quan",WR,NOS,NA,3.4,2,25,NA,NA,0.2,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,13645,TBB,0.7,0,0.2,0,0,0,0,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,5.6,3.5,37,NA,NA,0,NA,1,NA,0,0.1,3.8,NA,NA,FantasySharks,13176,IND,0.7,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,3.6,2.2,32,NA,NA,0.1,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,14992,MIN,0.5,0,0,0,0.1,0,0,9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,4,3,30,NA,NA,0.1,NA,1,NA,0,0,3.7,NA,NA,FantasySharks,15779,CHI,0.3,0.1,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,4.1,2.3,31,NA,NA,0.1,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,15290,@DEN,0.4,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,3.4,2.2,25,NA,NA,0.2,NA,2,NA,0,0,3.7,NA,NA,FantasySharks,13652,@BAL,0.4,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,4.6,2.4,29,NA,NA,0.1,NA,1,NA,0,0,3.7,NA,NA,FantasySharks,15491,ATL,0.6,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,3.3,2.4,24,NA,NA,0.1,NA,2,NA,0.1,0,3.6,NA,NA,FantasySharks,13638,@CLE,0.4,0.1,0,0,0,0,0,38,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,NYG,NA,5.4,3,31,NA,NA,0,NA,2,NA,0,0,3.6,NA,NA,FantasySharks,15289,CAR,0.4,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyton, Jalen",WR,LAC,NA,3.6,2.1,26,NA,NA,0.1,NA,2,NA,0,0,3.5,NA,NA,FantasySharks,14337,@KCC,0.6,0.1,0,0,0,0,0.1,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,3.8,2.5,30,NA,NA,0.1,NA,-0.5,NA,0,0.1,3.4,NA,NA,FantasySharks,13793,LAC,0.8,0,0.1,0,0,0,0,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,GBP,NA,3.2,2.1,24,NA,NA,0.2,NA,1,NA,0,0,3.4,NA,NA,FantasySharks,10308,CHI,0.8,0.1,0,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,3.5,2.1,22,NA,NA,0.2,NA,0,NA,0,0,3.2,NA,NA,FantasySharks,13066,WAS,0.3,0.1,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3,1.8,23,NA,NA,0.1,NA,0.1,NA,0,0.1,3.1,NA,NA,FantasySharks,15109,@BUF,0.4,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,2.9,1.8,24,NA,NA,0.1,NA,0,NA,0,0,3.1,NA,NA,FantasySharks,13289,ARI,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephus, Quintez",WR,DET,NA,2.9,1.5,21,NA,NA,0.1,NA,0,NA,0,0,3,NA,NA,FantasySharks,14850,WAS,0.3,0.1,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,CHI,NA,2.2,1.4,21,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,13863,@GBP,0.2,0.1,0,0,0,0,0,33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,4.5,2.3,26,NA,NA,0,NA,1,NA,0,0,2.8,NA,NA,FantasySharks,15753,@CLE,0.8,0,0,0,0,0,0,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Christian",WR,GBP,NA,3.5,2.5,27,NA,NA,0,NA,1,NA,0,0,2.8,NA,NA,FantasySharks,15789,CHI,0.3,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Cam",WR,WAS,NA,2.7,1.5,19,NA,NA,0.1,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,13895,@DET,0.4,0.1,0,0,0,0.1,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,BUF,NA,3.8,2.5,24,NA,NA,0,NA,1,NA,0,0,2.6,NA,NA,FantasySharks,12184,TEN,0.4,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,5.4,2.4,23,NA,NA,0,NA,1,NA,0,0,2.6,NA,NA,FantasySharks,15762,NEP,0.7,0,0,0,0,0,0,9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,4.2,1.9,22,NA,NA,0.1,NA,1,NA,0,0,2.6,NA,NA,FantasySharks,14122,CAR,0.2,0,0,0.1,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,DAL,NA,3.2,1.8,24,NA,NA,0,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,13172,CIN,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,2.3,1.3,15,NA,NA,0.1,NA,3,NA,0,0,2.5,NA,NA,FantasySharks,12394,@KCC,0.2,0,0,0.1,0,0,0,25,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,2.8,1.8,19,NA,NA,0.1,NA,0,NA,0,0,2.4,NA,NA,FantasySharks,12773,@DEN,0.2,0,0.1,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, D'Wayne",WR,SEA,NA,2.8,1.8,15,NA,NA,0.1,NA,3,NA,0,0,2.4,NA,NA,FantasySharks,15302,@SFO,0.4,0,0,0.1,0,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamler, KJ",WR,DEN,NA,3.3,1.6,18,NA,NA,0.1,NA,1,NA,0,0,2.4,NA,NA,FantasySharks,14837,HOU,0.3,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,3.5,1.6,20,NA,NA,0.1,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,15768,@JAC,0.6,0,0.1,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,3.9,2,21,NA,NA,0,NA,1,NA,0,0,2.3,NA,NA,FantasySharks,15767,@GBP,0.4,0,0,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Shi",WR,CAR,NA,3.7,2,23,NA,NA,0,NA,0.1,NA,0,0,2.3,NA,NA,FantasySharks,15298,@NYG,0.3,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,3.2,1.8,17,NA,NA,0,NA,3,NA,0.1,0,2.3,NA,NA,FantasySharks,13308,IND,0.4,0,0,0,0,0,0,29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,3.3,1.7,21,NA,NA,0.1,NA,1,NA,0,0.1,2.1,NA,NA,FantasySharks,12181,@PIT,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,4,2.3,21,NA,NA,0,NA,1,NA,0,0.1,2.1,NA,NA,FantasySharks,14838,@NYG,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,CHI,NA,1.6,0.6,11,NA,NA,0.1,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,13634,@GBP,0.2,0,0,0,0,0,0.1,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perriman, Breshad",WR,TBB,NA,2.2,1.3,17,NA,NA,0,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,12197,@NOS,0.2,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,1.9,1.1,17,NA,NA,0,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,15766,LAC,0.1,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Proche, James",WR,BAL,NA,2.5,1.5,14,NA,NA,0,NA,1,NA,0,0.1,1.7,NA,NA,FantasySharks,14848,MIA,0.3,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,3.7,1.8,17,NA,NA,0,NA,0.1,NA,0,0,1.7,NA,NA,FantasySharks,15758,NYJ,0.3,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,PHI,NA,2.3,1.4,13,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13488,MIN,0.3,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,SEA,NA,2.4,1.2,13,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,11239,@SFO,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philips, Kyle",WR,TEN,NA,2.8,1.4,15,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,15901,@BUF,0.3,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patmon, Dezmon",WR,IND,NA,2.4,1,12,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,14998,@JAC,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jeff",WR,NYJ,NA,1.7,0.9,11,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14561,@CLE,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Denzel",WR,NYJ,NA,2.3,0.7,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,14846,@CLE,0.3,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byrd, Damiere",WR,ATL,NA,2.1,1.1,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,12464,@LAR,0.5,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,BAL,NA,1.3,0.7,7,NA,NA,0.1,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,12785,MIA,0.2,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,HOU,NA,2,1,11,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,14864,@DEN,0.2,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milne, Dax",WR,WAS,NA,1.4,0.7,7,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,15326,@DET,0.1,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Rashard",WR,CAR,NA,1.9,0.9,10,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,12656,@NYG,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyron",WR,LVR,NA,1.4,0.6,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,14117,ARI,0.1,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isabella, Andy",WR,ARI,NA,2.1,1.1,8,NA,NA,0,NA,2,NA,0,0,0.9,NA,NA,FantasySharks,14121,@LVR,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.4,0.6,9,NA,NA,0,NA,-0.2,NA,0,0,0.9,NA,NA,FantasySharks,15292,@DET,0.2,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
